HigherSeed,HigherSeedID,HigherSeedNum,LowerSeed,LowerSeedID,LowerSeedNum,Predictions
Alabama,1104,4,BYU,1140,6,0.587169836045072
Alabama,1104,4,Cal Baptist,1465,13,0.7410330499699749
Alabama,1104,4,Clemson,1155,8,0.6033602809740481
Connecticut,1163,2,Alabama,1104,4,0.6185532677239638
Duke,1181,1,Alabama,1104,4,0.6193527756269933
Florida,1196,1,Alabama,1104,4,0.5851606534632939
Alabama,1104,4,Furman,1202,15,0.7683384525016209
Alabama,1104,4,Georgia,1208,8,0.5800806174451941
Gonzaga,1211,3,Alabama,1104,4,0.5697499599206528
Alabama,1104,4,Hawaii,1218,13,0.7263065441718871
Alabama,1104,4,High Point,1219,12,0.672476570725682
Alabama,1104,4,Hofstra,1220,13,0.6909595501847924
Houston,1222,2,Alabama,1104,4,0.5763885554731506
Alabama,1104,4,Howard,1224,16,0.7740840223117433
Alabama,1104,4,Idaho,1225,15,0.7735275135964564
Illinois,1228,3,Alabama,1104,4,0.5150834845073466
Alabama,1104,4,Iowa,1234,9,0.5638030606177449
Iowa St,1235,2,Alabama,1104,4,0.3890405213671898
Alabama,1104,4,Kansas,1242,4,0.47556033539185394
Alabama,1104,4,Kennesaw State,1244,14,0.6109594786328102
Alabama,1104,4,Kentucky,1246,7,0.5208005742513905
Alabama,1104,4,Lehigh,1250,16,0.840535381959489
Alabama,1104,4,LIU Brooklyn,1254,16,0.8049730162696831
Alabama,1104,4,Louisville,1257,6,0.5245129066006814
Alabama,1104,4,McNeese St,1270,12,0.6109594786328102
Alabama,1104,4,Miami FL,1274,7,0.555078193078122
Alabama,1104,4,Miami OH,1275,11,0.6935528112943792
Michigan,1276,1,Alabama,1104,4,0.6630007188102276
Michigan St,1277,3,Alabama,1104,4,0.3890405213671898
Alabama,1104,4,Missouri,1281,10,0.6217869109529981
Alabama,1104,4,North Dakota State,1295,14,0.6109594786328102
Alabama,1104,4,NC State,1301,11,0.6109594786328102
Nebraska,1304,4,Alabama,1104,4,0.4526392836622045
Alabama,1104,4,North Carolina,1314,6,0.4478459673640816
Alabama,1104,4,Northern Iowa,1320,12,0.6717612803950102
Alabama,1104,4,Ohio St,1326,8,0.6109594786328102
Alabama,1104,4,Penn,1335,14,0.7554367025748832
Alabama,1104,4,Prairie View,1341,16,0.6109594786328102
Purdue,1345,2,Alabama,1104,4,0.5418514508709773
Alabama,1104,4,Queens,1474,15,0.7784652984770072
Alabama,1104,4,Santa Clara,1365,10,0.6006896255762939
Alabama,1104,4,Siena,1373,16,0.7786523965612715
Alabama,1104,4,SMU,1374,11,0.6021394801754223
Alabama,1104,4,South Florida,1378,11,0.6169172758992779
Alabama,1104,4,St John's,1385,5,0.6109594786328102
Alabama,1104,4,Saint Louis,1387,9,0.5791427381710261
Alabama,1104,4,St Mary's CA,1388,7,0.6109594786328102
Alabama,1104,4,TCU,1395,9,0.6061301064663792
Alabama,1104,4,Tennessee,1397,6,0.5059815859944193
Alabama,1104,4,Tennessee State,1398,15,0.6109594786328102
Alabama,1104,4,Texas,1400,11,0.615965656041545
Alabama,1104,4,Texas A&M,1401,10,0.5915251397168162
Alabama,1104,4,Texas Tech,1403,5,0.54708040490927
Alabama,1104,4,Troy,1407,13,0.7356544267731747
Alabama,1104,4,UCF,1416,10,0.6497625556695741
Alabama,1104,4,UCLA,1417,7,0.5311548651470851
Alabama,1104,4,UMBC,1420,16,0.7806990166924533
Alabama,1104,4,Utah State,1429,9,0.6109594786328102
Alabama,1104,4,Vanderbilt,1435,5,0.5484084916105815
Alabama,1104,4,VCU,1433,11,0.6062062074339165
Alabama,1104,4,Villanova,1437,8,0.5774277428664127
Virginia,1438,3,Alabama,1104,4,0.4284574742721049
Alabama,1104,4,Wisconsin,1458,5,0.531790762876426
Alabama,1104,4,Wright State,1460,14,0.6109594786328102
Arizona,1112,1,Arkansas,1116,4,0.5633439484239029
Arizona,1112,1,BYU,1140,6,0.648793660408026
Arizona,1112,1,Cal Baptist,1465,13,0.7879826187028058
Arizona,1112,1,Clemson,1155,8,0.6639505013925607
Arizona,1112,1,Connecticut,1163,2,0.44473938940605956
Duke,1181,1,Arizona,1112,1,0.556097575736872
Arizona,1112,1,Florida,1196,1,0.4793786770789397
Arizona,1112,1,Furman,1202,15,0.8115962719862347
Arizona,1112,1,Georgia,1208,8,0.6421176721960643
Arizona,1112,1,Gonzaga,1211,3,0.49515813270148895
Arizona,1112,1,Hawaii,1218,13,0.7724208244610101
Arizona,1112,1,High Point,1219,12,0.723040500904549
Arizona,1112,1,Hofstra,1220,13,0.7438492214235736
Arizona,1112,1,Houston,1222,2,0.4883764987554559
Arizona,1112,1,Howard,1224,16,0.8121813651472921
Arizona,1112,1,Idaho,1225,15,0.8160483673413828
Arizona,1112,1,Illinois,1228,3,0.550108909779538
Arizona,1112,1,Iowa,1234,9,0.6266973315077496
Arizona,1112,1,Iowa St,1235,2,0.671021797308869
Arizona,1112,1,Kansas,1242,4,0.5408155681858645
Arizona,1112,1,Kennesaw State,1244,14,0.671021797308869
Arizona,1112,1,Kentucky,1246,7,0.5853349933062655
Arizona,1112,1,Lehigh,1250,16,0.8725482371271731
Arizona,1112,1,LIU Brooklyn,1254,16,0.8427898011340501
Arizona,1112,1,Louisville,1257,6,0.5889419778321969
Arizona,1112,1,McNeese St,1270,12,0.671021797308869
Arizona,1112,1,Miami FL,1274,7,0.6183789685274423
Arizona,1112,1,Miami OH,1275,11,0.7461617122788258
Arizona,1112,1,Michigan,1276,1,0.39765818415896004
Arizona,1112,1,Michigan St,1277,3,0.671021797308869
Arizona,1112,1,Missouri,1281,10,0.6810502831336294
Arizona,1112,1,North Dakota State,1295,14,0.671021797308869
Arizona,1112,1,NC State,1301,11,0.671021797308869
Arizona,1112,1,Nebraska,1304,4,0.6109899899425729
Arizona,1112,1,North Carolina,1314,6,0.5130183803714686
Arizona,1112,1,Northern Iowa,1320,12,0.7266366879776083
Arizona,1112,1,Ohio St,1326,8,0.671021797308869
Arizona,1112,1,Penn,1335,14,0.7978235160429008
Arizona,1112,1,Prairie View,1341,16,0.671021797308869
Arizona,1112,1,Purdue,1345,2,0.5233990411284738
Arizona,1112,1,Queens,1474,15,0.8177682152204349
Arizona,1112,1,Santa Clara,1365,10,0.6614589053076293
Arizona,1112,1,Siena,1373,16,0.8204344053454108
Arizona,1112,1,SMU,1374,11,0.6628119697789464
Arizona,1112,1,South Florida,1378,11,0.6765467541319293
Arizona,1112,1,St John's,1385,5,0.671021797308869
Arizona,1112,1,Saint Louis,1387,9,0.6412326558598188
Arizona,1112,1,St Mary's CA,1388,7,0.671021797308869
Arizona,1112,1,TCU,1395,9,0.6665310615946689
Arizona,1112,1,Tennessee,1397,6,0.5708672735851664
Arizona,1112,1,Tennessee State,1398,15,0.671021797308869
Arizona,1112,1,Texas,1400,11,0.6756653854491034
Arizona,1112,1,Texas A&M,1401,10,0.652883173805661
Arizona,1112,1,Texas Tech,1403,5,0.610721058813924
Arizona,1112,1,Troy,1407,13,0.7832939541079375
Arizona,1112,1,UCF,1416,10,0.7067100286040991
Arizona,1112,1,UCLA,1417,7,0.5953782193899201
Arizona,1112,1,UMBC,1420,16,0.8221829243864262
Arizona,1112,1,Utah State,1429,9,0.671021797308869
Arizona,1112,1,Vanderbilt,1435,5,0.611994884050613
Arizona,1112,1,VCU,1433,11,0.6666019114479401
Arizona,1112,1,Villanova,1437,8,0.6396132309745088
Arizona,1112,1,Virginia,1438,3,0.6340451952351858
Arizona,1112,1,Wisconsin,1458,5,0.5959932655060545
Arizona,1112,1,Wright State,1460,14,0.671021797308869
Arkansas,1116,4,BYU,1140,6,0.5887974386266079
Arkansas,1116,4,Cal Baptist,1465,13,0.742320251913787
Arkansas,1116,4,Clemson,1155,8,0.6049669962403594
Connecticut,1163,2,Arkansas,1116,4,0.6169668245060789
Duke,1181,1,Arkansas,1116,4,0.6177676028029123
Florida,1196,1,Arkansas,1116,4,0.5835288378396724
Arkansas,1116,4,Furman,1202,15,0.7695321430464257
Arkansas,1116,4,Georgia,1208,8,0.5817162590904975
Gonzaga,1211,3,Arkansas,1116,4,0.5681022670460363
Arkansas,1116,4,Hawaii,1218,13,0.7275616365544664
Arkansas,1116,4,High Point,1219,12,0.6738344562897034
Arkansas,1116,4,Hofstra,1220,13,0.6923923272126409
Houston,1222,2,Arkansas,1116,4,0.574747310329295
Arkansas,1116,4,Howard,1224,16,0.7751281005099612
Arkansas,1116,4,Idaho,1225,15,0.7747023065503249
Illinois,1228,3,Arkansas,1116,4,0.5134052366875052
Arkansas,1116,4,Iowa,1234,9,0.5654546093711098
Iowa St,1235,2,Arkansas,1116,4,0.3874448219373402
Kansas,1242,4,Arkansas,1116,4,0.5227637960638659
Arkansas,1116,4,Kennesaw State,1244,14,0.6125551780626598
Arkansas,1116,4,Kentucky,1246,7,0.5224770394201265
Arkansas,1116,4,Lehigh,1250,16,0.8414338349204769
Arkansas,1116,4,LIU Brooklyn,1254,16,0.8060255949585323
Arkansas,1116,4,Louisville,1257,6,0.5261881999848953
Arkansas,1116,4,McNeese St,1270,12,0.6125551780626598
Arkansas,1116,4,Miami FL,1274,7,0.5567368045337583
Arkansas,1116,4,Miami OH,1275,11,0.6949788728752617
Michigan,1276,1,Arkansas,1116,4,0.6614979702785836
Michigan St,1277,3,Arkansas,1116,4,0.3874448219373402
Arkansas,1116,4,Missouri,1281,10,0.6233655775042187
Arkansas,1116,4,North Dakota State,1295,14,0.6125551780626598
Arkansas,1116,4,NC State,1301,11,0.6125551780626598
Nebraska,1304,4,Arkansas,1116,4,0.45097527654093894
Arkansas,1116,4,North Carolina,1314,6,0.4495078815510041
Arkansas,1116,4,Northern Iowa,1320,12,0.6732409725949687
Arkansas,1116,4,Ohio St,1326,8,0.6125551780626598
Arkansas,1116,4,Penn,1335,14,0.7565975672059677
Arkansas,1116,4,Prairie View,1341,16,0.6125551780626598
Purdue,1345,2,Arkansas,1116,4,0.5401831431300805
Arkansas,1116,4,Queens,1474,15,0.7795471173982595
Arkansas,1116,4,Santa Clara,1365,10,0.6023000283622205
Arkansas,1116,4,Siena,1373,16,0.7798081724825352
Arkansas,1116,4,SMU,1374,11,0.6037478929349416
Arkansas,1116,4,South Florida,1378,11,0.6185037974410995
Arkansas,1116,4,St John's,1385,5,0.6125551780626598
Arkansas,1116,4,Saint Louis,1387,9,0.5807793928617436
Arkansas,1116,4,St Mary's CA,1388,7,0.6125551780626598
Arkansas,1116,4,TCU,1395,9,0.607732896254166
Arkansas,1116,4,Tennessee,1397,6,0.5076608843975091
Arkansas,1116,4,Tennessee State,1398,15,0.6125551780626598
Arkansas,1116,4,Texas,1400,11,0.6175536754702428
Arkansas,1116,4,Texas A&M,1401,10,0.5931474691612801
Arkansas,1116,4,Texas Tech,1403,5,0.5487445929634164
Arkansas,1116,4,Troy,1407,13,0.7369588734488557
Arkansas,1116,4,UCF,1416,10,0.6512899387671212
Arkansas,1116,4,UCLA,1417,7,0.5328276002184666
Arkansas,1116,4,UMBC,1420,16,0.7818471001109312
Arkansas,1116,4,Utah State,1429,9,0.6125551780626598
Arkansas,1116,4,Vanderbilt,1435,5,0.5500718130834976
Arkansas,1116,4,VCU,1433,11,0.6078088879172006
Arkansas,1116,4,Villanova,1437,8,0.5790662194826697
Virginia,1438,3,Arkansas,1116,4,0.4268130455387738
Arkansas,1116,4,Wisconsin,1458,5,0.5334632219421676
Arkansas,1116,4,Wright State,1460,14,0.6125551780626598
BYU,1140,6,Cal Baptist,1465,13,0.6679808716051132
BYU,1140,6,Clemson,1155,8,0.5167957572165143
Connecticut,1163,2,BYU,1140,6,0.6975566880133565
Duke,1181,1,BYU,1140,6,0.6982713801460061
Florida,1196,1,BYU,1140,6,0.6673609145446828
BYU,1140,6,Furman,1202,15,0.6998691927218013
BYU,1140,6,Georgia,1208,8,0.492707147025271
Gonzaga,1211,3,BYU,1140,6,0.6531940597086483
BYU,1140,6,Hawaii,1218,13,0.6647972251610418
BYU,1140,6,High Point,1219,12,0.6060785415098044
BYU,1140,6,Hofstra,1220,13,0.6111933749822972
Houston,1222,2,BYU,1140,6,0.6593150182552764
BYU,1140,6,Howard,1224,16,0.7371650773051155
BYU,1140,6,Idaho,1225,15,0.7060050813527992
Illinois,1228,3,BYU,1140,6,0.601718353269355
BYU,1140,6,Iowa,1234,9,0.476101560546804
Iowa St,1235,2,BYU,1140,6,0.4752529103761684
Kansas,1242,4,BYU,1140,6,0.6106664447881303
BYU,1140,6,Kennesaw State,1244,14,0.5247470896238315
BYU,1140,6,Kentucky,1246,7,0.43314586316311054
BYU,1140,6,Lehigh,1250,16,0.787502974527762
BYU,1140,6,LIU Brooklyn,1254,16,0.7437198061030363
Louisville,1257,6,BYU,1140,6,0.5631970840344938
BYU,1140,6,McNeese St,1270,12,0.5247470896238315
BYU,1140,6,Miami FL,1274,7,0.4672799812366577
BYU,1140,6,Miami OH,1275,11,0.6140821352554553
Michigan,1276,1,BYU,1140,6,0.7367167615619657
Michigan St,1277,3,BYU,1140,6,0.4752529103761684
BYU,1140,6,Missouri,1281,10,0.536152265695438
BYU,1140,6,North Dakota State,1295,14,0.5247470896238315
BYU,1140,6,NC State,1301,11,0.5247470896238315
Nebraska,1304,4,BYU,1140,6,0.5404775540335
North Carolina,1314,6,BYU,1140,6,0.6368355102882429
BYU,1140,6,Northern Iowa,1320,12,0.5899803313568943
BYU,1140,6,Ohio St,1326,8,0.5247470896238315
BYU,1140,6,Penn,1335,14,0.7009235585266509
BYU,1140,6,Prairie View,1341,16,0.5247470896238315
Purdue,1345,2,BYU,1140,6,0.6271655929337887
BYU,1140,6,Queens,1474,15,0.7293563696545935
BYU,1140,6,Santa Clara,1365,10,0.5140117184435009
BYU,1140,6,Siena,1373,16,0.7120892201743111
BYU,1140,6,SMU,1374,11,0.5155224598828978
BYU,1140,6,South Florida,1378,11,0.5310116818975062
St John's,1385,5,BYU,1140,6,0.4752529103761684
BYU,1140,6,Saint Louis,1387,9,0.4917451046734255
BYU,1140,6,St Mary's CA,1388,7,0.5247470896238315
BYU,1140,6,TCU,1395,9,0.5196888642441077
Tennessee,1397,6,BYU,1140,6,0.5813579346730827
BYU,1140,6,Tennessee State,1398,15,0.5247470896238315
BYU,1140,6,Texas,1400,11,0.5300092384171705
BYU,1140,6,Texas A&M,1401,10,0.5044988759661516
Texas Tech,1403,5,BYU,1140,6,0.5407585215877162
BYU,1140,6,Troy,1407,13,0.6617774967363781
BYU,1140,6,UCF,1416,10,0.5660413395803634
BYU,1140,6,UCLA,1417,7,0.44336985252845357
BYU,1140,6,UMBC,1420,16,0.7145256535315567
BYU,1140,6,Utah State,1429,9,0.5247470896238315
Vanderbilt,1435,5,BYU,1140,6,0.5394268315448765
BYU,1140,6,VCU,1433,11,0.519768434282997
BYU,1140,6,Villanova,1437,8,0.48998759743768744
Virginia,1438,3,BYU,1140,6,0.5160271130790333
Wisconsin,1458,5,BYU,1140,6,0.55599981897365
BYU,1140,6,Wright State,1460,14,0.5247470896238315
Clemson,1155,8,Cal Baptist,1465,13,0.6529107834920699
Connecticut,1163,2,Cal Baptist,1465,13,0.8227012363194
Duke,1181,1,Cal Baptist,1465,13,0.8231951593640658
Florida,1196,1,Cal Baptist,1465,13,0.8014433565641867
Cal Baptist,1465,13,Furman,1202,15,0.5368351662481536
Georgia,1208,8,Cal Baptist,1465,13,0.6744190296142705
Gonzaga,1211,3,Cal Baptist,1465,13,0.7912003178313364
Cal Baptist,1465,13,Hawaii,1218,13,0.49641992817082775
High Point,1219,12,Cal Baptist,1465,13,0.5666531437930408
Cal Baptist,1465,13,Hofstra,1220,13,0.43862712473185866
Houston,1222,2,Cal Baptist,1465,13,0.7956475572364569
Cal Baptist,1465,13,Howard,1224,16,0.582299130612009
Cal Baptist,1465,13,Idaho,1225,15,0.5441330978094662
Illinois,1228,3,Cal Baptist,1465,13,0.7524453546974338
Iowa,1234,9,Cal Baptist,1465,13,0.6888468233558802
Iowa St,1235,2,Cal Baptist,1465,13,0.6456557680483662
Kansas,1242,4,Cal Baptist,1465,13,0.7593613651963975
Cal Baptist,1465,13,Kennesaw State,1244,14,0.3543442319516339
Kentucky,1246,7,Cal Baptist,1465,13,0.7247395150907283
Cal Baptist,1465,13,Lehigh,1250,16,0.6481397375758265
Cal Baptist,1465,13,LIU Brooklyn,1254,16,0.5905709254143896
Louisville,1257,6,Cal Baptist,1465,13,0.7217611766231488
McNeese St,1270,12,Cal Baptist,1465,13,0.6456557680483662
Miami FL,1274,7,Cal Baptist,1465,13,0.6963833342116873
Miami OH,1275,11,Cal Baptist,1465,13,0.5583733113643996
Michigan,1276,1,Cal Baptist,1465,13,0.8491615501651473
Michigan St,1277,3,Cal Baptist,1465,13,0.6456557680483662
Missouri,1281,10,Cal Baptist,1465,13,0.6351106539822164
Cal Baptist,1465,13,North Dakota State,1295,14,0.3543442319516339
NC State,1301,11,Cal Baptist,1465,13,0.6456557680483662
Nebraska,1304,4,Cal Baptist,1465,13,0.7029389293245285
North Carolina,1314,6,Cal Baptist,1465,13,0.7791504536487782
Northern Iowa,1320,12,Cal Baptist,1465,13,0.5830199158911997
Ohio St,1326,8,Cal Baptist,1465,13,0.6456557680483662
Cal Baptist,1465,13,Penn,1335,14,0.5380842626204128
Cal Baptist,1465,13,Prairie View,1341,16,0.3543442319516339
Purdue,1345,2,Cal Baptist,1465,13,0.7719127319940899
Cal Baptist,1465,13,Queens,1474,15,0.5725572983266837
Santa Clara,1365,10,Cal Baptist,1465,13,0.6554325196685905
Cal Baptist,1465,13,Siena,1373,16,0.551438770963228
SMU,1374,11,Cal Baptist,1465,13,0.6540652982020836
South Florida,1378,11,Cal Baptist,1465,13,0.639884019811903
St John's,1385,5,Cal Baptist,1465,13,0.6456557680483662
Saint Louis,1387,9,Cal Baptist,1465,13,0.6752636394554037
St Mary's CA,1388,7,Cal Baptist,1465,13,0.6456557680483662
TCU,1395,9,Cal Baptist,1465,13,0.6502801247928106
Tennessee,1397,6,Cal Baptist,1465,13,0.7364148779537731
Cal Baptist,1465,13,Tennessee State,1398,15,0.3543442319516339
Texas,1400,11,Cal Baptist,1465,13,0.6408109324529366
Texas A&M,1401,10,Cal Baptist,1465,13,0.6639776838490199
Texas Tech,1403,5,Cal Baptist,1465,13,0.7031751159518231
Cal Baptist,1465,13,Troy,1407,13,0.49304006565462544
UCF,1416,10,Cal Baptist,1465,13,0.6066731227393428
UCLA,1417,7,Cal Baptist,1465,13,0.7163776074450168
Cal Baptist,1465,13,UMBC,1420,16,0.5543839463598843
Utah State,1429,9,Cal Baptist,1465,13,0.6456557680483662
Vanderbilt,1435,5,Cal Baptist,1465,13,0.702054902239809
VCU,1433,11,Cal Baptist,1465,13,0.6502076264915854
Villanova,1437,8,Cal Baptist,1465,13,0.6768038144060661
Virginia,1438,3,Cal Baptist,1465,13,0.6820475161303264
Wisconsin,1458,5,Cal Baptist,1465,13,0.7158584563088539
Cal Baptist,1465,13,Wright State,1460,14,0.3543442319516339
Connecticut,1163,2,Clemson,1155,8,0.7115447270061772
Duke,1181,1,Clemson,1155,8,0.7122400004104078
Florida,1196,1,Clemson,1155,8,0.6821090713890495
Clemson,1155,8,Furman,1202,15,0.6855651707984143
Clemson,1155,8,Georgia,1208,8,0.47592318638688974
Gonzaga,1211,3,Clemson,1155,8,0.6682580976959441
Clemson,1155,8,Hawaii,1218,13,0.6496584226549975
Clemson,1155,8,High Point,1219,12,0.5899236411025061
Clemson,1155,8,Hofstra,1220,13,0.595108104573724
Houston,1222,2,Clemson,1155,8,0.6742457766670549
Clemson,1155,8,Howard,1224,16,0.7239374198543918
Clemson,1155,8,Idaho,1225,15,0.6918647408462656
Illinois,1228,3,Clemson,1155,8,0.6177097120865052
Clemson,1155,8,Iowa,1234,9,0.45937103595770806
Iowa St,1235,2,Clemson,1155,8,0.4920354258155999
Kansas,1242,4,Clemson,1155,8,0.626521526229362
Clemson,1155,8,Kennesaw State,1244,14,0.5079645741844001
Kentucky,1246,7,Clemson,1155,8,0.5832758635597114
Clemson,1155,8,Lehigh,1250,16,0.7760389990868651
Clemson,1155,8,LIU Brooklyn,1254,16,0.7307015174135281
Louisville,1257,6,Clemson,1155,8,0.5796546458242567
Clemson,1155,8,McNeese St,1270,12,0.5079645741844001
Miami FL,1274,7,Clemson,1155,8,0.5494071676634094
Clemson,1155,8,Miami OH,1275,11,0.5980377771493216
Michigan,1276,1,Clemson,1155,8,0.749543934491171
Michigan St,1277,3,Clemson,1155,8,0.4920354258155999
Clemson,1155,8,Missouri,1281,10,0.5194036363940355
Clemson,1155,8,North Dakota State,1295,14,0.5079645741844001
Clemson,1155,8,NC State,1301,11,0.5079645741844001
Nebraska,1304,4,Clemson,1155,8,0.557117984336038
North Carolina,1314,6,Clemson,1155,8,0.6522317969362358
Clemson,1155,8,Northern Iowa,1320,12,0.5736296766685697
Clemson,1155,8,Ohio St,1326,8,0.5079645741844001
Clemson,1155,8,Penn,1335,14,0.6866472883320931
Clemson,1155,8,Prairie View,1341,16,0.5079645741844001
Purdue,1345,2,Clemson,1155,8,0.6427418537221712
Clemson,1155,8,Queens,1474,15,0.7158871869280166
Clemson,1155,8,Santa Clara,1365,10,0.4972133380035951
Clemson,1155,8,Siena,1373,16,0.6981163829221639
Clemson,1155,8,SMU,1374,11,0.49872537342732604
Clemson,1155,8,South Florida,1378,11,0.5142456048105578
St John's,1385,5,Clemson,1155,8,0.4920354258155999
Clemson,1155,8,Saint Louis,1387,9,0.4749632325694943
St Mary's CA,1388,7,Clemson,1155,8,0.4920354258155999
Clemson,1155,8,TCU,1395,9,0.5028969389754513
Tennessee,1397,6,Clemson,1155,8,0.5976201128021595
Clemson,1155,8,Tennessee State,1398,15,0.5079645741844001
Clemson,1155,8,Texas,1400,11,0.5132401748698817
Clemson,1155,8,Texas A&M,1401,10,0.4876994009167646
Texas Tech,1403,5,Clemson,1155,8,0.5573971093940039
Clemson,1155,8,Troy,1407,13,0.646574817566872
Clemson,1155,8,UCF,1416,10,0.5494650517359486
UCLA,1417,7,Clemson,1155,8,0.5731476084066002
Clemson,1155,8,UMBC,1420,16,0.7006213481190982
Clemson,1155,8,Utah State,1429,9,0.5079645741844001
Vanderbilt,1435,5,Clemson,1155,8,0.5560740590109889
Clemson,1155,8,VCU,1433,11,0.5029766303390324
Clemson,1155,8,Villanova,1437,8,0.4732098609706716
Virginia,1438,3,Clemson,1155,8,0.5327875662835311
Wisconsin,1458,5,Clemson,1155,8,0.572522728464824
Clemson,1155,8,Wright State,1460,14,0.5079645741844001
Duke,1181,1,Connecticut,1163,2,0.5008474737712125
Florida,1196,1,Connecticut,1163,2,0.4652020969575403
Connecticut,1163,2,Furman,1202,15,0.8432174379803338
Connecticut,1163,2,Georgia,1208,8,0.6913666826698207
Connecticut,1163,2,Gonzaga,1211,3,0.5504727621816844
Connecticut,1163,2,Hawaii,1218,13,0.807043357042029
Connecticut,1163,2,High Point,1219,12,0.761964801788777
Connecticut,1163,2,Hofstra,1220,13,0.7838120698431895
Houston,1222,2,Connecticut,1163,2,0.456250485587415
Connecticut,1163,2,Howard,1224,16,0.8404801493642053
Connecticut,1163,2,Idaho,1225,15,0.8470631130977838
Connecticut,1163,2,Illinois,1228,3,0.604215212276707
Connecticut,1163,2,Iowa,1234,9,0.6770009443496996
Connecticut,1163,2,Iowa St,1235,2,0.7180398316255422
Connecticut,1163,2,Kansas,1242,4,0.5952171323937554
Connecticut,1163,2,Kennesaw State,1244,14,0.7180398316255422
Connecticut,1163,2,Kentucky,1246,7,0.63799269525019
Connecticut,1163,2,Lehigh,1250,16,0.8952596239240378
Connecticut,1163,2,LIU Brooklyn,1254,16,0.870014042604713
Connecticut,1163,2,Louisville,1257,6,0.6414222340907992
